Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
6,Fintech Sandbox,Ryt Bank Berhad,"NOT FOUND — Confirmed Jul 2026: Official about-us page (rytbank.my/about-us, 9,659 chars) lists CFO Wilson Soon, CRO Yeoh Xin Yi, CTO Nic Ngoo, Compliance Chief Muhammad Nasir, COO Julius Rajeswaran, CSO Yeoh Keong Zhen, CMO Irene Cheah — CISO not listed. conf 95","NOT FOUND — Confirmed Jul 2026: rytbank.my/about-us — GRC split between CRO (Yeoh Xin Yi) and Chief Compliance Officer (Muhammad Nasir); no dedicated GRC head. Entity is YTL Digital Bank Berhad (formerly Sea Capital Services Berhad), same as SeaBank Malaysia. conf 95",Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND — Confirmed Jul 2026: rytbank.my/about-us (9 senior leaders + 5 directors) does not list Head of Internal Audit. conf 95
3,Development FIs,SME Bank Berhad,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (CRO) + Rosehamidi Kamaruddin (Compliance) [Group-level composite],"Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my]; Samad Majid Zain (was CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]","Mohammad Azam Ahmad (Group Chief Risk Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]",Rosehamidi Kamaruddin (per RocketReach),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]","Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]"
5,GLC-Linked,Sabah State Financial Corporation (SSFC),"NOT FOUND [Entity likely = Sabah Credit Corporation (SCC). Both ykn.sabah.gov.my and scc.sabah.gov.my DNS-fail. Chairman: Datuk Rusdin Riman (news, conf 65) / Datuk Seri Dr. Yee Moh Chai (LinkedIn, conf 70, conflicting). CEO: Datuk George Taitim Tulas (news, conf 65). 0/7 target roles - official site unreachable.]",NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85]
5,GLC-Linked,Sarawak State Financial Corporation (SSFC),NOT FOUND [ssfc.com.my and ssfc.gov.my both fail DNS resolution. No LinkedIn company page exists (404). sarawak.gov.my has no agency directory listing SSFC. Entity has virtually no digital footprint. v5.10 confirmed; conf 80],"Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Encik Leo Lanaiwong (Group Chief Financial Officer) [Official: sedc.com.my/leadership-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Jason Minos (Head, Legal and Compliance / Chief Integrity and Governance Officer) [Official: dbos.gov.my/the-bank/our-leaders, conf 90 - Entity maps to Development Bank of Sarawak Berhad (DBOS), wholly Sarawak-owned DFI]","Tuan Haji Nor Azlan Husaini (Acting Head, Group Digital & Technology) [Official: sedc.com.my/management-team/, conf 95]","Encik Yap Yien Chiang (Head, Group Internal Audit) [Official: sedc.com.my/management-team/, conf 95]"
6,Fintech Sandbox,SeaBank Malaysia Berhad,NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.],NOT FOUND [Jul 2026 DATA FIX: prior values were erroneously inherited from Ryt Bank (rytbank.my). Cleared. SeaBank Malaysia Berhad (Sea Group) is distinct from Ryt Bank; leadership not yet researched from correct source.]
3,MSBs,SenangPay Sdn Bhd,NOT FOUND — SenangPay is a private payment gateway; CISO not publicly disclosed,"NOT FOUND [senangPay acquired by DOKU (Indonesia) in 2022; LinkedIn shows 51-200 employees; key employees: Joshua Abraham, Kenneth Kuan, Muhammad Hasni Madzaki, Paulina Vina - roles unconfirmed. Source: linkedin.com/company/senangpay/]","Mohd Mutalib (VP Finance and Account) [LinkedIn, conf 70] [senangPay is now a DOKU Company (acquired 2022)]",NOT FOUND — SenangPay is a private payment gateway; CRO not publicly disclosed,NOT FOUND — SenangPay is a private payment gateway; compliance head not publicly disclosed,"NOT FOUND [senangPay acquired by DOKU (Indonesia) in 2022; LinkedIn shows 51-200 employees; key employees: Joshua Abraham, Kenneth Kuan, Muhammad Hasni Madzaki, Paulina Vina - roles unconfirmed. Source: linkedin.com/company/senangpay/]",NOT FOUND — SenangPay is a private payment gateway; CAE not publicly disclosed
4,E-Money,Setel by PETRONAS Dagangan Berhad,"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Parent PDB CFO/CTO/Chief Audit Executive inherited. No CISO/CRO/Compliance/GRC found at Setel or PDB level.]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.]","NOT FOUND - No dedicated CRO at Setel level; risk function inherited from PETRONAS Dagangan Berhad parent governance; PDB board-level Risk Committee provides oversight [Official: mymesra.com.my/about-us/leadership-team, conf 75]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]"
4,E-Money,ShopeePay Malaysia Sdn Bhd,NOT FOUND — ShopeePay operates under Sea Group (Singapore); CISO function managed at group level; not separately published for Malaysian entity,"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]",NOT FOUND — ShopeePay operates under Sea Group (Singapore); CRO function managed at group level; not separately published for Malaysian entity,Fadhli Azman|Head of Compliance|85|https://my.linkedin.com/in/fadhli-azman-150273b9|Head of Compliance ShopeePay/Monee Malaysia [LinkedIn confirmed],"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]",NOT FOUND — ShopeePay operates under Sea Group (Singapore); internal audit managed at group level; not separately published for Malaysian entity
6,Fintech Sandbox,Soft Space Sdn Bhd,NOT FOUND — Soft Space is a private payments technology provider; CISO not publicly disclosed,"NOT FOUND [Soft Space: No LinkedIn company page (tried 5 URL variants, all 404). Existing fills: Rick Leong (Acting CFO), Nicholas Lim (CTO). Source: softspace.com.my, theorg.com]",Rick Leong|Financial Controller (Acting CFO)|85|https://www.softspace.com.my/2025/06/06/soft-space-cfo-transition/|Soft Space CFO transition announcement (Jun 2025) - Rick Leong appointed as Financial Controller acting as CFO following Serene Teh Wan Lee transition,NOT FOUND — Soft Space is a private payments technology provider; CRO not publicly disclosed,NOT FOUND — Soft Space is a private payments technology provider; compliance head not publicly disclosed,"Nicholas Lim|Chief Technology Officer|65|https://theorg.com/org/soft-space|TheOrg org chart (Unverified) lists Nicholas Lim as Chief Technology Officer at Soft Space (KL HQ, 51-200 employees, softspace.com.my). Corrects prior v5.23 NOT FOUND ""does not publicly list C-suite executives"" which was based on Firecrawl agent research that missed TheOrg data. Cross-ref: RocketReach also lists Nicholas Lim as CTO.",NOT FOUND — Soft Space is a private payments technology provider; CAE not publicly disclosed
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite],Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75] [INHERITED from Standard Chartered Bank Malaysia - product brand governance]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite] [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Mushahid Syed (Interim CEO & CFO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Ong Gaik Ean (CRO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Irene Tan (Chief Compliance Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Joy Chowdhury (Chief Technology & Operations Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Praveen Sankaranarayan (Head of Audit) [INHERITED from Standard Chartered Bank Malaysia - product brand governance]
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"NOT FOUND [Parent: Stripe Inc. Global CEO Patrick Collison, President John Collison, CPO Rob McIntosh, Board Mark Carney (Wikipedia, conf 85, all non-target). stripe.com has no Malaysia-specific leadership. 0/7 target roles.]",NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90]
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,"ROLE EXISTS, NAME NOT DISCLOSED — Chief Information and Security Officer (CISO) role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed in FS, Board PDF, or Pillar 3 Disclosure. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","ROLE EXISTS, NAME NOT DISCLOSED — Chief Integrity and Governance Officer (CIGO) role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","Norihiro Oyanagi (officer primarily responsible for financial management per Section 251(1)(b) Companies Act 2016 statutory declaration) [Official: SMBC MY audited financial statements FY2024 & FY2025 (smbc.co.jp/asia/malaysia/financial-statement-31Mar2025.pdf), conf 78 — statutory CFO-equivalent; document prints statutory role description not literal ""CFO"" title]","Lim Tuang Ooi (Board Risk Management Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight] | Anand Mahadevan (Executive Director, Regional Chief Risk Officer and Co-Head of Risk Management Dept for APAC and India at SMBC Singapore; appointed 26 May 2025) [Official: SMBC Malaysia FY2025 Audited Financial Statements PDF, conf 85. Regional CRO role covering APAC. Board-level CRO oversight also via Lim Tuang Ooi (BRMC Chairman, INED). Hiroshi Nishimura resigned 9 May 2025.]","ROLE EXISTS, NAME NOT DISCLOSED — Head of Compliance Department / Chief Compliance Officer role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed in FS, Board PDF, or Pillar 3 Disclosure. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","ROLE EXISTS, NAME NOT DISCLOSED — Head of Information Technology role confirmed in SMBC MY FY2025 Financial Statement (Senior Officers definition). Name not publicly disclosed. [Official: smbc.co.jp/asia/malaysia financial statement 31 Mar 2025, conf 90]","Lo Nyen Khing (Board Audit Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85]. NOTE: SMBC MY also has Head of Internal Audit Department / Chief Internal Auditor per FY2025 FS Senior Officers definition, but name not publicly disclosed."
2,Insurers,Sun Life Malaysia Assurance Berhad,"NOT FOUND [Sun Life Malaysia management team page (sunlifemalaysia.com/about-us/leadership/management-team/) is image-based — 16 management team members identified by name from image filenames in raw HTML (Ho Teck Seng [President & CEO — from filenames Ho-Teck-Seng_President.PNG, Ho-Teck-Seng_CEO.PNG], Irina Lim, Alvis Wee, Ong Le Keat [CFO confirmed], Patrick Chung, Erin Low, Catherine Renukha, Lim Chin Har, Nick Scott, Azreena Che Omar, Victor Cheong, Benjamin Khoo, Rajanesan Sivanesan, Christine Michael, Vincent Nga, Noor Azam [Takaful CEO]). Titles embedded in images, not text-extractable. Firecrawl interact attempted (Jul 2026) but DB auth prevented JS rendering. CISO not publicly named in FS or official sources. Conf 25.]","Board Chairman: Dato' Noorazman Abd. Aziz (Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com, conf 95]; RMC Chair: Nigel Hazell (Ind. Director, Risk Mgmt Cmte Chairman) [Official: sunlifemalaysia.com, conf 95]","Ong Le Keat (Chief Financial Officer / Officer primarily responsible for financial management) [Official: Sun Life Malaysia Assurance Berhad 2025 Financial Statement PDF, Statutory Declaration dated 10 March 2026: sunlifemalaysia.com] [conf 100]","Nigel Hazell (Board Risk Management Committee Chairman, Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]","NOT FOUND [Sun Life Malaysia management team page (sunlifemalaysia.com/about-us/leadership/management-team) renders executive titles as images, not text-extractable. Compliance head not identified from available sources. Conf 20]",NOT FOUND [Same source - Sun Life Malaysia management team page is image-based. CIO not identified. Annual Report 2024 refers to key management personnel collectively but does not list individual titles. Conf 20],"Wong Ah Kow (Board Audit Committee Chairman, Ind. Director, appointed 22 Sep 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]"
2,Insurers,Sun Life Malaysia Takaful Berhad,NOT FOUND [Sun Life Malaysia Takaful Berhad 2025 Financial Statement (signed 11 Mar 2026) does not name a CISO. Management team page (sunlifemalaysia.com) is image-based.],NOT FOUND [2025 FS does not name a GRC head.],"Ong Le Keat (Chief Financial Officer / Officer primarily responsible for financial management) [Official: Sun Life Malaysia Takaful Berhad 2025 Financial Statement PDF, Statutory Declaration dated 11 March 2026: sunlifemalaysia.com] [conf 100]","Datin K. Komalavalli A/P K.R. Gopal (Board Risk Management Committee Chairperson, Ind. Director, appointed 2 Sep 2022) [Official: Sun Life Malaysia Takaful FS FYE Dec 2025 + Board of Directors page on sunlifemalaysia.com; confidence: HIGH; verified]",NOT FOUND [2025 FS does not name a Head of Compliance.],NOT FOUND [2025 FS does not name a CIO/CTO. Management team page is image-based.],"Vivien Kusumowardhani (Board Audit Committee Chairperson, Ind. Director, appointed 19 Aug 2022) [Official: Sun Life Malaysia Takaful FS FYE Dec 2025 + Board of Directors page on sunlifemalaysia.com; confidence: HIGH; verified]"
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],"Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]",NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85]
2,Takaful,Syarikat Takaful Malaysia Berhad,"NOT FOUND — Confirmed Jul 2026: Leadership page lists 11 management executives; no CISO publicly disclosed. [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan, 2026-07-26]",Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],"NOT FOUND — No dedicated CRO; risk function covered by Chief Governance Officer and board Risk Committee. [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan, 2026-07-26]",Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (CTO) [Official: takaful-malaysia.com.my, confirmed 2026-07-26] — Note: ET CIO SEA reported Ts. Tengku Intan joined as CTO Jan 2025 [ciosea.economictimes.indiatimes.com/news/corporate/ts-tengku-intan-joins-syarikat-takaful-malaysia-as-chief-technology-officer/116882054]; current official site lists Nazaruddin, suggesting role change or departure,Zuhairi bin Ismail (Chief Internal Audit) [Official: takaful-malaysia.com.my]
4,E-Money,TNG Digital Sdn Bhd,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
2,Takaful,Takaful Am General Berhad,NOT FOUND [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/ (18 execs) — no CISO listed. CISO function may report under CTO (Nazaruddin Adha bin Md Noor). conf 30],"Shizal Fisham bin Ramli (Ketua Pegawai Tadbir Urus / Chief Governance Officer, Takaful Malaysia group) [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/, conf 60 - covers Governance component of GRC; Compliance separately headed by Redzuan bin Abu]","Sharmini Perampalam (EVP & Group CFO) [mnrb.com.my, HIGH-90]","NOT FOUND - No dedicated CRO; risk function covered by CGO at group level (Takaful Malaysia + MNRB mixed data) [Official: takaful-malaysia.com.my + mnrb.com.my, conf 75]","Abd Ghafur Ahmad (SVP & Group Chief Compliance Officer) [mnrb.com.my, HIGH-90]","Aaron Loo (SVP & Group Chief Transformation Officer) [mnrb.com.my, MEDIUM-65]","Haniza Filzah Hayani Abu Haniffa (SVP & Group Chief Internal Auditor) [mnrb.com.my, HIGH-90]"
2,Takaful,Takaful IKHLAS Berhad,NOT FOUND [Official: takaful-ikhlas.com.my/corporate/our-leadership (6 SMT execs) + mnrb.com.my/about-us/our-leadership (11 group execs) — no CISO listed at subsidiary or group level. CISO function may report under CIO (Lee Kok Seong). conf 30],"Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my/about-us/our-leadership, conf 75 - Group Chief Compliance Officer functionally covers GRC; same person as Head of Compliance column]","Sharmini Perampalam (Executive VP and Group CFO, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","NOT FOUND - No dedicated Group CRO at MNRB; risk oversight at board-level Risk Management Committee [Official: mnrb.com.my/about-us/our-leadership, conf 80]","Abd Ghafur Ahmad (Senior VP & Group Chief Compliance Officer, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]","Lee Kok Seong (Senior VP & Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Haniza Filzah Hayani Abu Haniffa (Senior VP and Group Chief Internal Auditor, MNRB Group) [Official: mnrb.com.my, conf 75 - group-level]"
3,Development FIs,Tekun Nasional,"NOT FOUND [Tekun Nasional (tekun.gov.my) scraped — contact info only, no leadership/management page found. No CISO publicly listed. Sources: tekun.gov.my, conf 20]","NOT FOUND - No dedicated GRC head; covered by Jalilah Che Bidin (Head of Integrity & Governance) [Official: tekun.gov.my, conf 90]","Hj. Aishamuddin bin Zulkefli (Timbalan Ketua Pegawai Eksekutif (Kewangan) / Deputy CEO Finance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj Mohamad Razman bin Razak (Ketua Jabatan Pengurusan Risiko / Head of Risk Management) [Official: tekun.gov.my PDF org chart, conf 90]","Jalilah Che Bidin (Ketua Jabatan Integriti & Tadbir Urus / Head of Integrity & Governance) [Official: tekun.gov.my PDF org chart, conf 90]","Hj. Muhammad Yusman bin Yusoff (Ketua Jabatan Teknologi Maklumat / Head of IT) [Official: tekun.gov.my PDF org chart, conf 90]","Md Rukemi bin Ishak (Ketua Jabatan Audit Dalam / Head of Internal Audit) [Official: tekun.gov.my PDF org chart, conf 90]"
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,"Irfan Ismail (CISO & Head of Technology Risk) [RocketReach/LinkedIn: rocketreach.co/irfan-ismail-email_229003941, conf 55 — LinkedIn-cited via RocketReach; not on official management team page]","Andrew Ngou Chee Mun (CRO) + Loh Chee Hoong (Head of Compliance) [Composite - GRC function split between Risk and Compliance; no dedicated GRC head. Official leadership page (tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html) lists 9 SMT members, none with GRC title. CRO and Head of Compliance sourced from Malaysian Insurance Directory 2025/2026.]","Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com/my/en/life/about-us/our-board-of-directors-and-management-team.html, conf 95]","Andrew Ngou Chee Mun (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Loh Chee Hoong (Head of Compliance) [Malaysian Insurance Directory 2025/2026, conf 90]","Nicholas Tan Chin Yau (Chief Information Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Wong Kah Keong (Head of Internal Audit) [Malaysian Insurance Directory 2025/2026, conf 90]"
4,Card Schemes,Touch n Go Visa Prepaid Card,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role [INHERITED from TNG Digital Sdn Bhd - product brand governance]",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role) [INHERITED from TNG Digital Sdn Bhd - product brand governance],"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
