Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,E-Money,Razer Pay Malaysia Sdn Bhd,"ENTITY DEFUNCT [Razer Pay (Beta) e-wallet shut down in Malaysia AND Singapore in 2021 per Wikipedia. Both razerfintech.com and razerpay.com.my domains EXPIRED (DNS resolution fails). Razer Inc. delisted from HKEX May 2022 (now private). Only known Razer Inc. execs: Min-Liang Tan (CEO), Patricia Liu (Exec Dir), Khaw Kheng Joo (COO) - all non-target. RECOMMEND REMOVAL from active campaign list - entity non-operational.]",NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95],NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95],NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95],NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95],NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95],NOT FOUND [ENTITY DEFUNCT: Razer Pay/Razer Fintech has ceased operations in Malaysia. No active leadership to identify. conf 95]
6,Fintech Sandbox,Ryt Bank Berhad,NOT FOUND [Official: rytbank.my/about-us/ (9 senior leaders + 5 directors) — no CISO listed. CISO function likely combined with CTO (Nic Ngoo). conf 40],NOT FOUND [Official: rytbank.my/about-us/ — GRC function split between CRO (Yeoh Xin Yi) and CCO (Muhamaad Nasir Bin Hassan). No standalone Head of GRC. conf 40],Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND [Official: rytbank.my/about-us/ — Head of Internal Audit not publicly listed. conf 40]
6,Fintech Sandbox,Ryt Bank Berhad (YTL Digital),NOT FOUND [Official: rytbank.my/about-us/ (9 senior leaders + 5 directors) — no CISO listed. CISO function likely combined with CTO (Nic Ngoo). conf 40],NOT FOUND [Official: rytbank.my/about-us/ — GRC function split between CRO (Yeoh Xin Yi) and CCO (Muhamaad Nasir Bin Hassan). conf 40],Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND [Official: rytbank.my/about-us/ — Head of Internal Audit not publicly listed. conf 40]
3,Development FIs,SME Bank Berhad,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]",Mohammad Azam Ahmad (CRO) + Rosehamidi Kamaruddin (Compliance) [Group-level composite],"Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my]; Samad Majid Zain (was CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]","Mohammad Azam Ahmad (Group Chief Risk Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]",Rosehamidi Kamaruddin (per RocketReach),"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]","Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my/about-us/leadership, conf 70 - BPMB Group-level]"
5,GLC-Linked,Sabah State Financial Corporation (SSFC),"NOT FOUND [Entity likely = Sabah Credit Corporation (SCC). Both ykn.sabah.gov.my and scc.sabah.gov.my DNS-fail. Chairman: Datuk Rusdin Riman (news, conf 65) / Datuk Seri Dr. Yee Moh Chai (LinkedIn, conf 70, conflicting). CEO: Datuk George Taitim Tulas (news, conf 65). 0/7 target roles - official site unreachable.]",NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85],NOT FOUND [SSFC is a state government entity. No public C-suite leadership data for target roles. conf 85]
5,GLC-Linked,Sarawak State Financial Corporation (SSFC),NOT FOUND [ssfc.com.my and ssfc.gov.my both fail DNS resolution. No LinkedIn company page exists (404). sarawak.gov.my has no agency directory listing SSFC. Entity has virtually no digital footprint. v5.10 confirmed; conf 80],"Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Encik Leo Lanaiwong (Group Chief Financial Officer) [Official: sedc.com.my/leadership-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Jason Minos (Head, Legal and Compliance / Chief Integrity and Governance Officer) [Official: dbos.gov.my/the-bank/our-leaders, conf 90 - Entity maps to Development Bank of Sarawak Berhad (DBOS), wholly Sarawak-owned DFI]","Tuan Haji Nor Azlan Husaini (Acting Head, Group Digital & Technology) [Official: sedc.com.my/management-team/, conf 95]","Encik Yap Yien Chiang (Head, Group Internal Audit) [Official: sedc.com.my/management-team/, conf 95]"
6,Fintech Sandbox,SeaBank Malaysia Berhad,"NOT FOUND [ENTITY STATUS: SeaBank Malaysia rebranded to Ryt Bank Berhad (YTL Digital Capital + Sea Limited JV, licensed Dec 2024). CEO Melvin Ooi is at Ryt Bank (not a target role). Full leadership data is in the Ryt Bank rows. No CISO publicly listed for the legacy SeaBank entity. Sources: rytbank.my, conf 80]",NOT FOUND [INHERITED from Ryt Bank Berhad (SeaBank rebranded Dec 2024). Official: rytbank.my/about-us/ — GRC function split between CRO (Yeoh Xin Yi) and CCO (Muhamaad Nasir Bin Hassan). No standalone Head of GRC. conf 40],Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|INHERITED from Ryt Bank Berhad (SeaBank Malaysia rebranded Dec 2024). Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|INHERITED from Ryt Bank Berhad (SeaBank Malaysia rebranded Dec 2024). Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|INHERITED from Ryt Bank Berhad (SeaBank Malaysia rebranded Dec 2024). Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|INHERITED from Ryt Bank Berhad (SeaBank Malaysia rebranded Dec 2024). Ryt Bank CTO (maps to CIO/CTO role),NOT FOUND [INHERITED from Ryt Bank Berhad (SeaBank rebranded Dec 2024). Official: rytbank.my/about-us/ — Head of Internal Audit not publicly listed. conf 40]
3,MSBs,SenangPay Sdn Bhd,NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85],"Mohd Mutalib (VP Finance and Account) [LinkedIn, conf 70]",NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [SenangPay does not publicly list C-suite executives. Firecrawl search (Jul 2026) confirmed no public leadership data. conf 85]
4,E-Money,Setel (PETRONAS Dagangan),"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Par","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]",NOT FOUND [Official: mymesra.com.my/about-us/leadership-team (18 PDB executives) — no CRO or Head of Risk listed. PDB parent has no standalone CRO at leadership team level. Setel risk management likely consolidated under Fazni Ismail (General Counsel Legal Retail) or provided by PETRONAS Group Risk function at parent (not PDB) level. conf 30],"Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.] [INHERITED from Setel by PETRONAS Dagangan Berhad - product brand governance]"
4,E-Money,Setel by PETRONAS Dagangan Berhad,"NOT FOUND [Setel Ventures Sdn Bhd = PETRONAS Dagangan Berhad subsidiary, BNM e-money issuer. Setel CEO: Abdullah Ayman Awaluddin (mymesra.com.my, conf 95, non-target). Setel board: Azrul Osman Rani (Chairman), Nirmala Doraisamy (Independent Dir), Mohd Yuzaidi Mohd Yusoff, Azureen Azita Abdullah. Parent PDB CFO/CTO/Chief Audit Executive inherited. No CISO/CRO/Compliance/GRC found at Setel or PDB level.]","Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 60 - General Counsel functionally covers GRC umbrella; same person as Head of Compliance]","Mazlie Minhat (Chief Financial Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel Ventures Sdn Bhd. Appointed Jan 2026 to Setel board.]",NOT FOUND [Official: mymesra.com.my/about-us/leadership-team (18 PDB executives) — no CRO or Head of Risk listed. PDB parent has no standalone CRO at leadership team level. Setel risk management likely consolidated under Fazni Ismail (General Counsel Legal Retail) or provided by PETRONAS Group Risk function at parent (not PDB) level. conf 30],"Fazni Ismail (General Counsel, Legal Retail) [Official: mymesra.com.my/about-us/leadership-team, conf 65 - General Counsel in PETRONAS group entities typically oversees compliance; Setel Ventures Sdn Bhd governed by PDB parent executives]","Sazlina Ahamad (Chief Technology Officer, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]","Nik Fariza Nik Hamdan (Chief Audit Executive, PETRONAS Dagangan Berhad - parent) [Official: mymesra.com.my/about-us/leadership-team, conf 80 - inherited to Setel.]"
4,E-Money,ShopeePay (Monee Malaysia),"NOT FOUND [ShopeePay Malaysia = Sea Limited/Monee subsidiary, BNM e-money issuer. Malaysia Head Alain Yee (AEMI president) confirmed. Parent Sea Ltd execs (Forrest Li CEO, Gang Ye COO, Chris Feng President - non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC publicly listed.] [INHERITED from","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + P","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]",Fadhli Azman|Head of Compliance|85|https://my.linkedin.com/in/fadhli-azman-150273b9|Head of Compliance ShopeePay/Monee Malaysia [LinkedIn confirmed],"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]"
4,E-Money,ShopeePay Malaysia Sdn Bhd,"NOT FOUND [ShopeePay Malaysia = Sea Limited/Monee subsidiary, BNM e-money issuer. Malaysia Head Alain Yee (AEMI president) confirmed. Parent Sea Ltd execs (Forrest Li CEO, Gang Ye COO, Chris Feng President - non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC publicly listed.]","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","Tony Hou (Chief Financial Officer, Sea Limited - parent) [Official: sea.com/aboutus/leadership, conf 80 - inherited to ShopeePay Malaysia. ShopeePay = Monee (formerly SeaMoney, rebranded May 2025) digital financial services arm of Sea Limited. Malaysia Head: Alain Yee (Head of ShopeePay Malaysia + President AEMI 2026/27-2027/28, LinkedIn linkedin.com/company/shopeepay, conf 85, non-target). No MY-specific CISO/CRO/CTO/Compliance/IA/GRC found.]","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]",Fadhli Azman|Head of Compliance|85|https://my.linkedin.com/in/fadhli-azman-150273b9|Head of Compliance ShopeePay/Monee Malaysia [LinkedIn confirmed],"NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]","NOT FOUND [ShopeePay Malaysia leadership page (shopeepay.com.my/en/leadership) only lists CEO Alain Yee and Head of Product Adline Ngan. No CRO, CIO, GRC, or IA publicly listed. Firecrawl agent + web search confirmed no public data. conf 80]"
6,Fintech Sandbox,Soft Space Sdn Bhd,"NOT FOUND [Malaysian fintech (softspace.com.my). CSO & co-founder Chris Leong (Jelawang Capital interview, conf 90, non-target). CEO Justin Chew reported but unverified. 0/7 target roles.]",NOT FOUND [Soft Space does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],Rick Leong|Financial Controller (Acting CFO)|85|https://www.softspace.com.my/2025/06/06/soft-space-cfo-transition/|Soft Space CFO transition announcement (Jun 2025) - Rick Leong appointed as Financial Controller acting as CFO following Serene Teh Wan Lee transition,NOT FOUND [Soft Space does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Soft Space does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Soft Space does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85],NOT FOUND [Soft Space does not publicly list C-suite executives. Firecrawl agent research (Jul 2026) confirmed no public leadership data. conf 85]
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite],Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,"Sivanathan Subramaniam (CISO Malaysia) [LinkedIn: linkedin.com/posts/sivanathansubramaniam, conf 75] [INHERITED from Standard Chartered Bank Malaysia - product brand governance]",Ong Gaik Ean (CRO) + Irene Tan (Compliance) [Group-level composite] [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Mushahid Syed (Interim CEO & CFO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Ong Gaik Ean (CRO) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Irene Tan (Chief Compliance Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Joy Chowdhury (Chief Technology & Operations Officer) [INHERITED from Standard Chartered Bank Malaysia - product brand governance],Praveen Sankaranarayan (Head of Audit) [INHERITED from Standard Chartered Bank Malaysia - product brand governance]
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"NOT FOUND [Parent: Stripe Inc. Global CEO Patrick Collison, President John Collison, CPO Rob McIntosh, Board Mark Carney (Wikipedia, conf 85, all non-target). stripe.com has no Malaysia-specific leadership. 0/7 target roles.]",NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90],NOT FOUND [Stripe Payments Malaysia is a subsidiary of Stripe Inc (US). No Malaysia-specific C-suite executives. Functions handled at Stripe HQ level (US). conf 90]
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,"NOT FOUND [SMBC MY President/CEO Atsuhide Shiojiri (effective 30 Apr 2024) is not a target role. Board of Directors PDF, FY2025 audited FS (175 pp), Pillar 3 Disclosure 31Mar2025 (50 pp), and Board Charter do not name a CISO. Sources: smbc.co.jp/asia/malaysia/ PDFs, BNM Pillar 3, conf 40]","NOT FOUND [Annual Audited FS 31 Mar 2025 (60pp) only discloses Board of Directors (5 members) and CFO (Norihiro Oyanagi). Pillar 3 Disclosure 31 Mar 2025 (49pp) mentions BRMC, RMC, ALCO, Credit Committee but no GRC head named. Sources: smbc.co.jp/asia/malaysia FS & Pillar 3 PDFs, conf 35]","Norihiro Oyanagi (officer primarily responsible for financial management per Section 251(1)(b) Companies Act 2016 statutory declaration) [Official: SMBC MY audited financial statements FY2024 & FY2025 (smbc.co.jp/asia/malaysia/financial-statement-31Mar2025.pdf), conf 78 — statutory CFO-equivalent; document prints statutory role description not literal ""CFO"" title]","Lim Tuang Ooi (Board Risk Management Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]","NOT FOUND [Annual Audited FS 31 Mar 2025 (60pp) does not name Head of Compliance/CCO. Pillar 3 Disclosure 31 Mar 2025 (49pp) discusses risk management governance but does NOT name a compliance officer. Sources: smbc.co.jp/asia/malaysia FS & Pillar 3 PDFs, conf 35]","NOT FOUND [Annual Audited FS 31 Mar 2025 (60pp) no CIO/Head of IT named. Pillar 3 Disclosure 31 Mar 2025 (49pp) no CIO named. Sources: smbc.co.jp/asia/malaysia FS & Pillar 3 PDFs, conf 35]","Lo Nyen Khing (Board Audit Committee Chairman, Ind. Non-Exec Director) [Official: smbc.co.jp/asia/malaysia/SMBCMY-board-of-directors.pdf, conf 85 - board-level oversight]"
2,Insurers,Sun Life Malaysia Assurance Berhad,"NOT FOUND [Sun Life Malaysia (sunlifemalaysia.com) names President & CEO Ho Teck Seng (effective 1 Jul 2025) but no CISO. CISO function likely centralized at Sun Life Asia regional level. Sources: sunlifemalaysia.com, conf 30]","Board Chairman: Dato' Noorazman Abd. Aziz (Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com, conf 95]; RMC Chair: Nigel Hazell (Ind. Director, Risk Mgmt Cmte Chairman) [Official: sunlifemalaysia.com, conf 95]","Lim Chin Har / Chew Lim (Chief Financial Officer) [LinkedIn: my.linkedin.com/in/chew-lim-209a05397, conf 65; cross-ref official mgmt page image: sunlifemalaysia.com/about-us/leadership/management-team]","Nigel Hazell (Board Risk Management Committee Chairman, Ind. Director, appointed 13 May 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]","NOT FOUND [Sun Life Malaysia management team page (sunlifemalaysia.com/about-us/leadership/management-team) renders executive titles as images, not text-extractable. Compliance head not identified from available sources. Conf 20]",NOT FOUND [Same source - Sun Life Malaysia management team page is image-based. CIO not identified. Annual Report 2024 refers to key management personnel collectively but does not list individual titles. Conf 20],"Wong Ah Kow (Board Audit Committee Chairman, Ind. Director, appointed 22 Sep 2022) [Official: sunlifemalaysia.com/about-us/leadership/board-of-directors-assurance/, conf 95]"
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],"Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]",NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85],NOT FOUND [SJPP website (sjpp.com.my) does not list C-suite executives. Government guarantee agency under MOF. No public data for target roles. conf 85]
2,Takaful,Syarikat Takaful Malaysia Berhad,"NOT FOUND [Checked: takaful-malaysia.com.my/en/about-us/our-leaders (11-member Group Executive Committee + Group Governance section) - no CISO/Head of Information Security listed. MarketScreener returned no match. Annual report PDF links rendered via JS, not directly accessible. Conf 20.]",Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],NOT FOUND [Checked: same Takaful Malaysia sources. Official leadership page does NOT list a CRO or Group Chief Risk Officer. Risk function may sit under Chief Governance Officer (Shizal Fisham bin Ramli) but this is unconfirmed. Conf 20.],Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (CTO) [Official: takaful-malaysia.com.my],Zuhairi bin Ismail (Chief Internal Audit) [Official: takaful-malaysia.com.my]
4,E-Money,TNG Digital Sdn Bhd,Suresh Balachandran|Chief Information Security Officer|85|https://ciosea.economictimes.indiatimes.com/news/security/know-your-ciso-suresh-balachandran/109493799|CISO and Director at Touch 'n Go Group [ETCIOSEA article Apr 2024 + ZoomInfo confirmed. 15+ years cybersecurity experience],"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Lai Mee Fong|Chief Financial Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CFO,"Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role","Dunstan Gerald Maurice|Chief Risk, Compliance & Governance Officer|95|https://www.touchngo.com.my/about-us/leadership/|Combined CRO/Compliance/GRC role",Desmond Chin Ye Foong|Chief Technology Officer|95|https://www.touchngo.com.my/about-us/leadership/|TNG Digital CTO (maps to CIO/CTO role),"Hairul Imran|Director, Internal Audit|80|https://my.linkedin.com/in/hairulimran|TNG Digital Director of Internal Audit [LinkedIn confirmed]"
3,Development FIs,Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer - CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75 - CISO-equivalent, no dedicated CISO in management team]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Takaful,Takaful Am General Berhad,NOT FOUND [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/ (18 execs) — no CISO listed. CISO function may report under CTO (Nazaruddin Adha bin Md Noor). conf 30],"Shizal Fisham bin Ramli (Ketua Pegawai Tadbir Urus / Chief Governance Officer, Takaful Malaysia group) [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/, conf 60 - covers Governance component of GRC; Compliance separately headed by Redzuan bin Abu]","Sharmini Perampalam (EVP & Group CFO) [mnrb.com.my, HIGH-90]",NOT FOUND [Official: takaful-malaysia.com.my/tentang-kami/barisan-kepimpinan/ (18 execs) — no CRO listed. Risk function may sit under CFO (New Kheng Chee) or Chief Governance Officer. conf 30],"Abd Ghafur Ahmad (SVP & Group Chief Compliance Officer) [mnrb.com.my, HIGH-90]","Aaron Loo (SVP & Group Chief Transformation Officer) [mnrb.com.my, MEDIUM-65]","Haniza Filzah Hayani Abu Haniffa (SVP & Group Chief Internal Auditor) [mnrb.com.my, HIGH-90]"
